ID,Hospital Name,Division,District,Area,Address,Facilities,Contact Details,Remark
0039,"Islami Bank Hospital, (Rajshahi Unit)",Rajshahi,Rajshahi,Rajshahi,"Laxmipur More, GPO-6000.","Pathological Tests - 35%, Radiology & Imaging - 30% Discount obtainable in OPD services",Md. Rafiqul Islam 01712663640,Cashless facilities are obtainable on IPD service
0040,Padma Clinic,Rajshahi,Rajshahi,Rajshahi,"Kazihata, Rajshahi","Pathological Tests - 10%, Radiology & Imaging - 10% Discount obtainable in OPD services",Dr. Ferdous Abir +880 1974 604 422,Cashless facilities are obtainable on IPD service
0112,Avicenna Hospital Limited,Rajshahi,Sirajganj,Sirajganj,"Mujib Road, Sirajgonj",Hospital Corporate rate Applicable,Mr. Ataur Rahman +880 1712 886 006,Cashless facilities not applicable
0111,Sakhawat H. Memorial Hospital & Diagnostic Centerltd,Rajshahi,Sirajganj,Sirajganj,"Hatikumrul, Golchattor, Sirajgonj","Pathological Tests - 35%, Radiology & Imaging - 25% Discount obtainable in OPD services",Mr. Shahjalal/Mr. Zakir +880 1712 473311,Cashless facilities not applicable
0545,Bangladesh Eye Hospital & Institute Ltd.,Rajshahi,Rajshahi,Rajshahi,"Eye 10 Tower Aam Chattar, Airport Road, Rajshahi 6203",Investigation: 10%,09643123123,Cashless facilities are obtainable on IPD service.
0550,Pabna Community Hospital,Rajshahi,Pabna,Pabna,"Nurpur Bypass Road, Pabna","Pathological Tests - 10%, Radiology & Imaging - 10% Discount obtainable in OPD services",Md. Abdul Mottalab 01720352943,Cashless facilities are obtainable on IPD service
0601,City Care Hospital,Rajshahi,Sirajganj,Sirajgonj,"SB Fozlul Hoque Road, Goshala, Sirajgonj","Pathology-35%, Radiology-25%",KM Nazmul Islam 01718708447,Cashless Facilities are obtainable on IPD Service.
0046,Islami Bank Community Hospital,Rangpur,Dinajpur,Dinajpur,"Medical College Road, Upashahar, Dinajpur.","Pathological Tests - 30%, Radiology & Imaging - 30% Discount obtainable in OPD services",Mr. Mokhles +880 1723 129 033,Cashless facilities are obtainable on IPD service
0405,Health Care (Pvt.) Hospital & Diagnostic Complex,Rangpur,Dinajpur,Dinajpur,"Upashahar-1, Sadar, Dinajpur.","Pathological Tests -25%, Radiology & Imaging - 20% Discount obtainable in OPD services",Md. Ajharul Islam 01723603788,Cashless facilities not applicable
0408,Apollo Hospital and Diagnostic Center,Rangpur,Gaibandha,Gaibandha,"Hospital Road, South side of Fair cervice, Gaibandha","Pathological Tests - 30%, Radiology & Imaging - 30% Discount obtainable in OPD services",Mr. Surjit Kumar Mohonto 01717984503,Cashless facilities are not obtainable on IPD service
0126,Sheba Clinic,Rangpur,Kurigram,Kurigram,"Ghoshpara, Hospital Road, Kurigram","Pathological Tests -20%, Radiology & Imaging - 10% Discount obtainable in OPD services",Md. Bakul Mia 01718877891,Cashless facilities are obtainable on IPD service
0226,Matin Clinic & Nursing Home,Rangpur,Lalmonirhat,Lalmonirhat,"Mission Road, Lalmonirhat","Pathological Tests - 30%, Radiology & Imaging - 15% Discount obtainable in OPD services",Mr. Ajaharul Islam +880 1740 251 912,Cashless facilities not applicable
0125,Niramoy Clinic & Diagnostic,Rangpur,Lalmonirhat,Lalmonirhat,"Near to Gias Uddin School, BDR Road, Lalmonirhat","Pathological Tests - 30%, Radiology & Imaging - 25% Discount obtainable in OPD services",Mr. Samsul Alam +880 1713 771624,Cashless facilities not applicable
0313,Doctor'S Hospital & Cardicare Diagnostic Centre,Rangpur,Nilphamari,Nilphamari,"T.R. Road (Dinajpur Road), Pauroshova More, Saidpur-5310, Nilphamari","Pathological Tests - 30%, Radiology & Imaging - 30% Discount obtainable in OPD services",Jibini Akter 01928660801,Cashless facilities are obtainable on IPD service
0038,Good Health Hospital,Rangpur,Rangpur,Rangpur,"Jail Road, Dhap, Rangpur Special Services","Pathological Tests - 20%, Radiology & Imaging - 20% Discount obtainable in OPD services",Mr. Masud Parvez +880 1716 390 554,Cashless facilities are obtainable on IPD service
0058,Islami Bank Community Hospital Rangpur Ltd.,Rangpur,Rangpur,Rangpur,"Jail Road, Dhap, Rangpur","Pathological Tests - 30%, Radiology & Imaging -30% Discount obtainable in OPD services",Mr. Masud +F880 1722 359 250,Cashless facilities are obtainable on IPD service
0131,Rangpur Community Medical College Hospital,Rangpur,Rangpur,Rangpur,"Medical East Gate, Gangachara Road, Rangpur","Pathological Tests - 30%, Radiology & Imaging - 20% (Except CT, MRI) Discount obtainable in OPD services",Mr. Jagodish +880 1729 876 528,Cashless facilities are obtainable on IPD service
0085,Rangpur Pain Paralysis & General Hospital,Rangpur,Rangpur,Rangpur,"Hajipara More, Kellabond, Dhap, Rangpur","Pathological Tests - 30%, Radiology & Imaging - 10% Discount obtainable in OPD services",Mr. Abdur Rouf +880 1715 766 440,Cashless facilities are not obtainable on IPD service
0407,Bin Omar Hospital,Rangpur,Rangpur,Rangpur,"Opposite of RAMC Shopping Complex, Dhap, R.K Road","Pathological Tests - 40%, Radiology & Imaging - 30% Discount obtainable in OPD services",Md. Omar Faruk 01742575269,Cashless facilities are not obtainable on IPD service
0050,Hasan General Hospital,Rangpur,Thakurgaon,Thakurgaon,"Clinic Lane, North Hazipara.","Pathological Tests - 30%, Radiology & Imaging -25% (BDT. 20/-less per X-Ray film) Discount obtainable in OPD services",Mr. Mainul Hasan +880 1713 225 053,Cashless facilities are obtainable on IPD service
0406,Seba Hospital,Rangpur,Thakurgaon,Thakurgaon,"Dr. Mannan Tawer, West side of Sadar Hospital, Thakurgaon.",No Discount on OPD Service,Shayed Iqbal Shishir 01748938922,Cashless facilities are not obtainable on IPD service
0199,Rabeya Clinic & Nursing Home,Rangpur,Gaibandha,Gaibandha,"Polashbari Road, Gaibandha Sadar.","- Pathological Tests - 20%, - Radiology & Imaging - 10% - Discount obtainable in OPD services",Mr. Mamunur R. Mondol Mobile: +880 1712 228 740,Cashless facilities are obtainable on IPD service
